SampleSize|Layers|TrainingRun|TrainingAccuracy|cvAUC|TrainingTPR|TrainingTNR|TrainingAUC|TrainingConcordance|TrainingPrecision|TrainingF1Score
6000|(30, 22, 14, 9, 6)|9|0.746833333333|0.765298888889|0.719333333333|0.774333333333|0.828547444444|0.828547444444|0.761199294533|0.739674378749
6000|(30, 22, 14, 9, 6)|10|0.753333333333|0.776458888889|0.74|0.766666666667|0.827769555556|0.827769555556|0.760273972603|0.75
6000|(30, 22, 14, 9, 6)|11|0.748|0.769086666667|0.713333333333|0.782666666667|0.827120333333|0.827120333333|0.766475644699|0.738950276243
6000|(30, 22, 14, 9, 6)|12|0.741833333333|0.779717777778|0.744333333333|0.739333333333|0.821414611111|0.821414555556|0.740630182421|0.742477140482
6000|(30, 22, 14, 9, 6)|13|0.729333333333|0.777632222222|0.747|0.711666666667|0.812481444444|0.812481444444|0.721506761108|0.734032099574
6000|(30, 22, 14, 9, 6)|14|0.735166666667|0.765583333333|0.706333333333|0.764|0.808033722222|0.808033666667|0.749557835161|0.727303929981
6000|(30, 22, 14, 9, 6)|15|0.756666666667|0.77701|0.732666666667|0.780666666667|0.840853666667|0.840853666667|0.769607843137|0.750683060109
6000|(30, 22, 14, 9, 6)|16|0.716333333333|0.760424444444|0.683333333333|0.749333333333|0.792906222222|0.792906222222|0.731620271235|0.706652878318
6000|(30, 22, 14, 9, 6)|17|0.743166666667|0.776541666667|0.735|0.751333333333|0.818483777778|0.815146777778|0.747204337513|0.741051924046
6000|(30, 22, 14, 9, 6)|18|0.747833333333|0.774001111111|0.713666666667|0.782|0.822285611111|0.822285555556|0.766010733453|0.73891285591
6000|(30, 22, 14, 9, 6)|19|0.724|0.776021666667|0.706666666667|0.741333333333|0.795219222222|0.795219222222|0.732044198895|0.719131614654
6000|(30, 22, 14, 9, 6)|20|0.736166666667|0.777949444444|0.718666666667|0.753666666667|0.814262611111|0.814262555556|0.744732297064|0.731467345208
7000|(30, 22, 14, 9, 6)|1|0.736142857143|0.783670204082|0.712857142857|0.759428571429|0.807821877551|0.807821877551|0.74767755469|0.729852274389
7000|(30, 22, 14, 9, 6)|2|0.738285714286|0.777917142857|0.712|0.764571428571|0.810718693878|0.810718693878|0.751507840772|0.731220657277
7000|(30, 22, 14, 9, 6)|3|0.737|0.781148571429|0.761714285714|0.712285714286|0.815475102041|0.815475102041|0.725837190308|0.743343092151
7000|(30, 22, 14, 9, 6)|4|0.735571428571|0.771386938776|0.708857142857|0.762285714286|0.812614408163|0.812614367347|0.748868095382|0.728313518274
7000|(30, 22, 14, 9, 6)|5|0.735428571429|0.784504897959|0.705428571429|0.765428571429|0.811702204082|0.811702204082|0.750455927052|0.727245949926
7000|(30, 22, 14, 9, 6)|6|0.724|0.781679591837|0.730857142857|0.717142857143|0.803411183673|0.796813877551|0.720969560316|0.725879682179
7000|(30, 22, 14, 9, 6)|7|0.740714285714|0.776449795918|0.728571428571|0.752857142857|0.811380734694|0.811380734694|0.746705710102|0.737527114967
7000|(30, 22, 14, 9, 6)|8|0.717428571429|0.771737142857|0.690857142857|0.744|0.793164244898|0.793164244898|0.729631864816|0.709715292046
7000|(30, 22, 14, 9, 6)|9|0.737714285714|0.78959877551|0.711428571429|0.764|0.819392326531|0.819392326531|0.750904704463|0.730633802817
7000|(30, 22, 14, 9, 6)|10|0.738428571429|0.77316244898|0.705142857143|0.771714285714|0.811904081633|0.811904081633|0.755433119069|0.729422195951
7000|(30, 22, 14, 9, 6)|11|0.744|0.776711020408|0.702|0.786|0.816503918367|0.816503918367|0.766375545852|0.732776617954
7000|(30, 22, 14, 9, 6)|12|0.724428571429|0.770491428571|0.732285714286|0.716571428571|0.799622367347|0.795255428571|0.720956399437|0.726576895819
7000|(30, 22, 14, 9, 6)|13|0.722857142857|0.781391020408|0.713142857143|0.732571428571|0.797430040816|0.797429714286|0.727272727273|0.720138488171
7000|(30, 22, 14, 9, 6)|14|0.746285714286|0.789373061224|0.754285714286|0.738285714286|0.817609469388|0.817609469388|0.7424071991|0.748299319728
7000|(30, 22, 14, 9, 6)|15|0.717|0.772288979592|0.713714285714|0.720285714286|0.790424285714|0.790263020408|0.718435432844|0.71606707754
7000|(30, 22, 14, 9, 6)|16|0.723142857143|0.779212653061|0.722857142857|0.723428571429|0.797684081633|0.797684081633|0.723270440252|0.723063732495
7000|(30, 22, 14, 9, 6)|17|0.733714285714|0.777713469388|0.722285714286|0.745142857143|0.805365306122|0.805365306122|0.73918128655|0.73063583815
7000|(30, 22, 14, 9, 6)|18|0.738|0.788028979592|0.743714285714|0.732285714286|0.815339183673|0.813932816327|0.735310734463|0.739488636364
7000|(30, 22, 14, 9, 6)|19|0.727571428571|0.778187755102|0.697714285714|0.757428571429|0.801384244898|0.801384244898|0.742023701003|0.719187159476
7000|(30, 22, 14, 9, 6)|20|0.738714285714|0.781124081633|0.748|0.729428571429|0.813671428571|0.813671428571|0.734361851332|0.741118188252
8000|(30, 22, 14, 9, 6)|1|0.723875|0.761590625|0.70275|0.745|0.7966630625|0.790071375|0.733750978857|0.717915974971
8000|(30, 22, 14, 9, 6)|2|0.728375|0.781006875|0.71125|0.7455|0.8055259375|0.8055259375|0.736474242816|0.723642375684
8000|(30, 22, 14, 9, 6)|3|0.73425|0.77993|0.72025|0.74825|0.8146149375|0.8146149375|0.740997942387|0.730476673428
8000|(30, 22, 14, 9, 6)|4|0.73425|0.7772009375|0.7115|0.757|0.811306875|0.811306875|0.745416448402|0.728063443336
8000|(30, 22, 14, 9, 6)|5|0.73925|0.784661875|0.75175|0.72675|0.8225494375|0.8225494375|0.733414634146|0.742469135802
8000|(30, 22, 14, 9, 6)|6|0.7245|0.7705875|0.717|0.732|0.80607825|0.80607825|0.727918781726|0.72241813602
8000|(30, 22, 14, 9, 6)|7|0.73325|0.7795834375|0.7295|0.737|0.8109961875|0.8109961875|0.735012594458|0.732245922208
8000|(30, 22, 14, 9, 6)|8|0.728375|0.7770146875|0.716|0.74075|0.80160590625|0.801605875|0.734170725455|0.724971522592
8000|(30, 22, 14, 9, 6)|9|0.71625|0.77516125|0.70275|0.72975|0.783906125|0.783809625|0.722250770812|0.712366953877
8000|(30, 22, 14, 9, 6)|10|0.728375|0.774185|0.78725|0.6695|0.80329640625|0.803296375|0.704316707672|0.743477747609
8000|(30, 22, 14, 9, 6)|11|0.736|0.786776875|0.72275|0.74925|0.812005|0.812005|0.742424242424|0.732455029136
8000|(30, 22, 14, 9, 6)|12|0.721|0.773570625|0.7165|0.7255|0.7951313125|0.7951313125|0.723007063572|0.719738824711
8000|(30, 22, 14, 9, 6)|13|0.718125|0.77612625|0.6945|0.74175|0.793193125|0.793193125|0.728942534768|0.711304570478
8000|(30, 22, 14, 9, 6)|14|0.73675|0.79062375|0.72275|0.75075|0.8150031875|0.8150031875|0.743569958848|0.733012170385
8000|(30, 22, 14, 9, 6)|15|0.74275|0.7865975|0.708|0.7775|0.81385775|0.81385775|0.760881246642|0.733488733489
8000|(30, 22, 14, 9, 6)|16|0.731|0.775175625|0.76525|0.69675|0.807215|0.807215|0.716190921853|0.739908146
8000|(30, 22, 14, 9, 6)|17|0.7375|0.780673125|0.70825|0.76675|0.81261365625|0.812217375|0.752257036644|0.729590522792
8000|(30, 22, 14, 9, 6)|18|0.73375|0.78668375|0.74875|0.71875|0.81530753125|0.8153075|0.726941747573|0.737684729064
8000|(30, 22, 14, 9, 6)|19|0.751375|0.78927125|0.72675|0.776|0.8292933125|0.8292933125|0.764396529056|0.745098039216
8000|(30, 22, 14, 9, 6)|20|0.734125|0.7859825|0.7515|0.71675|0.811166875|0.8111668125|0.726262382218|0.738665683745
9000|(30, 22, 14, 9, 6)|1|0.745777777778|0.78698|0.732444444444|0.759111111111|0.819816691358|0.819816641975|0.752511415525|0.742342342342
9000|(30, 22, 14, 9, 6)|2|0.73|0.784318271605|0.725333333333|0.734666666667|0.80450017284|0.804151901235|0.732166890983|0.728734092431
9000|(30, 22, 14, 9, 6)|3|0.730444444444|0.773525679012|0.749777777778|0.711111111111|0.807296246914|0.807296246914|0.721865639709|0.735557008938
9000|(30, 22, 14, 9, 6)|4|0.737222222222|0.78921308642|0.721333333333|0.753111111111|0.815203185185|0.815203160494|0.74500803305|0.732979564187
9000|(30, 22, 14, 9, 6)|5|0.718444444444|0.778162716049|0.703555555556|0.733333333333|0.791720320988|0.791720296296|0.725148877691|0.71418903677
9000|(30, 22, 14, 9, 6)|6|0.735222222222|0.783807160494|0.740444444444|0.73|0.810947160494|0.810931802469|0.732790851111|0.736597767216
9000|(30, 22, 14, 9, 6)|7|0.737444444444|0.788021728395|0.719111111111|0.755777777778|0.813489358025|0.809349382716|0.746482122261|0.732541029994
9000|(30, 22, 14, 9, 6)|8|0.718555555556|0.775539753086|0.699555555556|0.737555555556|0.791190123457|0.791190074074|0.727188727189|0.713104541851
9000|(30, 22, 14, 9, 6)|9|0.724555555556|0.778462469136|0.724444444444|0.724666666667|0.796961160494|0.792931160494|0.724605467882|0.724524947216
9000|(30, 22, 14, 9, 6)|10|0.732333333333|0.778594814815|0.708444444444|0.756222222222|0.810163530864|0.810163506173|0.743990665111|0.72578258395
9000|(30, 22, 14, 9, 6)|11|0.731666666667|0.785015802469|0.7|0.763333333333|0.801719160494|0.801719160494|0.747330960854|0.722891566265
9000|(30, 22, 14, 9, 6)|12|0.742666666667|0.779637777778|0.724888888889|0.760444444444|0.811920987654|0.806204493827|0.751612903226|0.738009049774
9000|(30, 22, 14, 9, 6)|13|0.735222222222|0.785286666667|0.735333333333|0.735111111111|0.806399358025|0.806391061728|0.735169962231|0.735251638707
9000|(30, 22, 14, 9, 6)|14|0.745333333333|0.783023703704|0.744|0.746666666667|0.821567160494|0.821567160494|0.745989304813|0.744993324433
9000|(30, 22, 14, 9, 6)|15|0.718333333333|0.771294320988|0.700666666667|0.736|0.797100740741|0.795072888889|0.726330338632|0.713267729895
9000|(30, 22, 14, 9, 6)|16|0.738111111111|0.782098765432|0.713555555556|0.762666666667|0.812692518519|0.812692493827|0.750408974059|0.731518396173
9000|(30, 22, 14, 9, 6)|17|0.727777777778|0.784563950617|0.707111111111|0.748444444444|0.802056962963|0.802056888889|0.737598516458|0.722033129113
9000|(30, 22, 14, 9, 6)|18|0.722777777778|0.778456296296|0.704444444444|0.741111111111|0.793207382716|0.793207358025|0.731257208766|0.717600452745
9000|(30, 22, 14, 9, 6)|19|0.709222222222|0.774960246914|0.690888888889|0.727555555556|0.782171333333|0.776675012346|0.717185697809|0.703791737408
9000|(30, 22, 14, 9, 6)|20|0.705111111111|0.772306666667|0.683777777778|0.726444444444|0.771315728395|0.771315703704|0.714252553389|0.698683015441
10000|(30, 22, 14, 9, 6)|1|0.7311|0.783405|0.736|0.7262|0.80545848|0.80237748|0.728857199445|0.732411185193
10000|(30, 22, 14, 9, 6)|2|0.7359|0.7879192|0.7356|0.7362|0.81188452|0.8110566|0.736041624975|0.735820746224
10000|(30, 22, 14, 9, 6)|3|0.7353|0.7850236|0.705|0.7656|0.812843|0.81284296|0.750479029168|0.727028978034
10000|(30, 22, 14, 9, 6)|4|0.7178|0.777682|0.7214|0.7142|0.79804608|0.79804608|0.71624305004|0.718812275807
10000|(30, 22, 14, 9, 6)|5|0.7154|0.7798512|0.6918|0.739|0.79363328|0.79363328|0.726070528967|0.708521097911
10000|(30, 22, 14, 9, 6)|6|0.7315|0.7834416|0.703|0.76|0.80244482|0.8024448|0.745493107105|0.723623262995
10000|(30, 22, 14, 9, 6)|7|0.7261|0.7832316|0.6888|0.7634|0.81155978|0.81155976|0.74432677761|0.715487690869
10000|(30, 22, 14, 9, 6)|8|0.7317|0.777922|0.7162|0.7472|0.8069466|0.80442136|0.7391124871|0.727475876079
10000|(30, 22, 14, 9, 6)|9|0.7336|0.78422|0.7272|0.74|0.80973026|0.80973024|0.736628849271|0.731884057971
10000|(30, 22, 14, 9, 6)|10|0.7254|0.7887344|0.708|0.7428|0.80267974|0.80267972|0.733526730211|0.720537349888
10000|(30, 22, 14, 9, 6)|11|0.7294|0.7896978|0.7402|0.7186|0.79797426|0.79797424|0.72454972592|0.732291254452
10000|(30, 22, 14, 9, 6)|12|0.7251|0.7886684|0.7212|0.729|0.79868822|0.7986882|0.726869582745|0.7240236924
10000|(30, 22, 14, 9, 6)|13|0.7239|0.7792828|0.7058|0.742|0.79945238|0.79810704|0.732309607802|0.718810469498
10000|(30, 22, 14, 9, 6)|14|0.7397|0.7860636|0.7314|0.748|0.81361214|0.81360372|0.743746186699|0.737521427851
10000|(30, 22, 14, 9, 6)|15|0.721|0.7726978|0.7156|0.7264|0.80103238|0.80103236|0.723412858876|0.719485220189
10000|(30, 22, 14, 9, 6)|16|0.7232|0.780624|0.7004|0.746|0.79855434|0.79855428|0.733864207879|0.716741711011
10000|(30, 22, 14, 9, 6)|17|0.7191|0.7864208|0.6894|0.7488|0.79956572|0.79956572|0.732936423559|0.710501906627
10000|(30, 22, 14, 9, 6)|18|0.7222|0.7866712|0.6976|0.7468|0.79405356|0.79405356|0.733697938578|0.71519376666
10000|(30, 22, 14, 9, 6)|19|0.7239|0.7845842|0.7082|0.7396|0.80229642|0.8022964|0.731158372909|0.719496088591
10000|(30, 22, 14, 9, 6)|20|0.7271|0.7878142|0.7338|0.7204|0.8095132|0.8095132|0.724097098875|0.728916261051
11000|(30, 22, 14, 9, 6)|1|0.724454545455|0.789383471074|0.721090909091|0.727818181818|0.803187338843|0.803187305785|0.725974739154|0.723524582687
11000|(30, 22, 14, 9, 6)|2|0.718727272727|0.781295206612|0.708181818182|0.729272727273|0.791492297521|0.791492297521|0.723439821694|0.715729511209
11000|(30, 22, 14, 9, 6)|3|0.730181818182|0.782986280992|0.703454545455|0.756909090909|0.803077884298|0.80307722314|0.743180945063|0.722772277228
11000|(30, 22, 14, 9, 6)|4|0.732545454545|0.780001652893|0.750909090909|0.714181818182|0.804351371901|0.804351338843|0.72430726061|0.737368327084
11000|(30, 22, 14, 9, 6)|5|0.722454545455|0.775273719008|0.717090909091|0.727818181818|0.794974264463|0.793333256198|0.724866752435|0.720957864912
11000|(30, 22, 14, 9, 6)|6|0.721636363636|0.782529752066|0.718909090909|0.724363636364|0.798146429752|0.797153123967|0.722851919561|0.720875113947
11000|(30, 22, 14, 9, 6)|7|0.727181818182|0.781174710744|0.710545454545|0.743818181818|0.796467504132|0.796467504132|0.73500094038|0.722566330776
11000|(30, 22, 14, 9, 6)|8|0.734454545455|0.788403305785|0.716909090909|0.752|0.809350595041|0.809350578512|0.742980968532|0.729712223559
11000|(30, 22, 14, 9, 6)|9|0.739727272727|0.786467603306|0.712|0.767454545455|0.812539454545|0.812539438017|0.753801732435|0.732304815334
11000|(30, 22, 14, 9, 6)|10|0.725272727273|0.776243966942|0.710363636364|0.740181818182|0.798929008264|0.798928991736|0.732196401799|0.72111480251
11000|(30, 22, 14, 9, 6)|11|0.713545454545|0.777280991736|0.770727272727|0.656363636364|0.789215785124|0.789215768595|0.691629955947|0.72903947029
11000|(30, 22, 14, 9, 6)|12|0.726454545455|0.779258512397|0.716909090909|0.736|0.800828380165|0.800828363636|0.730861909175|0.723818265259
11000|(30, 22, 14, 9, 6)|13|0.730636363636|0.790317355372|0.744363636364|0.716909090909|0.80578968595|0.80578968595|0.724473544505|0.734283920725
11000|(30, 22, 14, 9, 6)|14|0.730272727273|0.789887603306|0.732181818182|0.728363636364|0.807202429752|0.807202413223|0.729396848397|0.730786679975
11000|(30, 22, 14, 9, 6)|15|0.726636363636|0.783000495868|0.700181818182|0.753090909091|0.803520991736|0.801395570248|0.739297369937|0.719208142684
11000|(30, 22, 14, 9, 6)|16|0.734090909091|0.77969553719|0.709272727273|0.758909090909|0.808424380165|0.808424330579|0.746317199158|0.727323576023
11000|(30, 22, 14, 9, 6)|17|0.732909090909|0.788101157025|0.731818181818|0.734|0.813322512397|0.813322479339|0.733418367347|0.732617400801
11000|(30, 22, 14, 9, 6)|18|0.729636363636|0.789247107438|0.723272727273|0.736|0.805343752066|0.805343735537|0.732596685083|0.727904849039
11000|(30, 22, 14, 9, 6)|19|0.728909090909|0.785785123967|0.707636363636|0.750181818182|0.807344280992|0.807344264463|0.739080896316|0.723016905072
11000|(30, 22, 14, 9, 6)|20|0.723727272727|0.78464892562|0.709636363636|0.737818181818|0.793031057851|0.793031041322|0.73021515435|0.719778699862
12000|(30, 22, 14, 9, 6)|1|0.720083333333|0.777805138889|0.708833333333|0.731333333333|0.791012833333|0.791012833333|0.725149190111|0.716898440792
12000|(30, 22, 14, 9, 6)|2|0.722|0.781775833333|0.712166666667|0.731833333333|0.795838583333|0.795838583333|0.726453587215|0.719239185322
12000|(30, 22, 14, 9, 6)|3|0.725583333333|0.784800277778|0.709333333333|0.741833333333|0.796807444444|0.796807444444|0.733161068045|0.721050402372
12000|(30, 22, 14, 9, 6)|4|0.731333333333|0.788656527778|0.711333333333|0.751333333333|0.806668555556|0.806668527778|0.740972222222|0.725850340136
12000|(30, 22, 14, 9, 6)|5|0.74125|0.795875833333|0.726166666667|0.756333333333|0.813470055556|0.813470027778|0.748754081457|0.737287418563
12000|(30, 22, 14, 9, 6)|6|0.721916666667|0.782510694444|0.709|0.734833333333|0.798902722222|0.798902694444|0.727801539778|0.718277754327
12000|(30, 22, 14, 9, 6)|7|0.72775|0.779478888889|0.715833333333|0.739666666667|0.802827583333|0.802813555556|0.73331056855|0.724466559838
12000|(30, 22, 14, 9, 6)|8|0.717166666667|0.780124166667|0.7195|0.714833333333|0.788570111111|0.788569416667|0.716157929662|0.717825074825
12000|(30, 22, 14, 9, 6)|9|0.733333333333|0.783660694444|0.710333333333|0.756333333333|0.809549944444|0.809549916667|0.744584206848|0.727055612419
12000|(30, 22, 14, 9, 6)|10|0.7295|0.790641388889|0.727666666667|0.731333333333|0.802959861111|0.802959861111|0.730344596855|0.729003172483
12000|(30, 22, 14, 9, 6)|11|0.720333333333|0.788434027778|0.727|0.713666666667|0.796742236111|0.796742222222|0.717434210526|0.722185430464
12000|(30, 22, 14, 9, 6)|12|0.732|0.775519166667|0.708|0.756|0.803677347222|0.803677305556|0.743697478992|0.725409836066
12000|(30, 22, 14, 9, 6)|13|0.72825|0.78680625|0.708333333333|0.748166666667|0.800748055556|0.800748|0.737719145982|0.722727659213
12000|(30, 22, 14, 9, 6)|14|0.718916666667|0.78567625|0.733|0.704833333333|0.792831472222|0.79283125|0.712919435889|0.722820281042
12000|(30, 22, 14, 9, 6)|15|0.7315|0.787568611111|0.728833333333|0.734166666667|0.804658958333|0.803240861111|0.732741286863|0.730782085561
12000|(30, 22, 14, 9, 6)|16|0.720583333333|0.773929861111|0.703333333333|0.737833333333|0.797477902778|0.797477888889|0.728465389263|0.715678792504
12000|(30, 22, 14, 9, 6)|17|0.73275|0.786817222222|0.703833333333|0.761666666667|0.805095333333|0.805095333333|0.74703697152|0.724791899082
12000|(30, 22, 14, 9, 6)|18|0.733083333333|0.785031388889|0.722833333333|0.743333333333|0.805559763889|0.80555975|0.737961545006|0.730319104151
12000|(30, 22, 14, 9, 6)|19|0.724583333333|0.783553055556|0.6875|0.761666666667|0.800747791667|0.799327527778|0.742574257426|0.713976633492
12000|(30, 22, 14, 9, 6)|20|0.722583333333|0.78048625|0.705166666667|0.74|0.797521611111|0.797521611111|0.730616473839|0.717666016453
13000|(30, 22, 14, 9, 6)|1|0.723230769231|0.786637278107|0.704153846154|0.742307692308|0.79596643787|0.793001230769|0.732085732566|0.717848180678
13000|(30, 22, 14, 9, 6)|2|0.728076923077|0.784860591716|0.712769230769|0.743384615385|0.804146828402|0.804146816568|0.735280114268|0.723849699242
13000|(30, 22, 14, 9, 6)|3|0.732|0.782356213018|0.698307692308|0.765692307692|0.813662923077|0.813662887574|0.74876278456|0.722655628085
13000|(30, 22, 14, 9, 6)|4|0.715769230769|0.789685798817|0.693230769231|0.738307692308|0.785728946746|0.785728946746|0.725954567424|0.70921539309
13000|(30, 22, 14, 9, 6)|5|0.726|0.781629349112|0.687538461538|0.764461538462|0.799768994083|0.799768994083|0.744833333333|0.71504
13000|(30, 22, 14, 9, 6)|6|0.726923076923|0.787517869822|0.716153846154|0.737692307692|0.803595455621|0.803595455621|0.731918238994|0.723950233281
13000|(30, 22, 14, 9, 6)|7|0.721769230769|0.781889467456|0.704|0.739538461538|0.797668911243|0.797668899408|0.729940979423|0.716735844624
13000|(30, 22, 14, 9, 6)|8|0.731461538462|0.786646272189|0.714|0.748923076923|0.807138426036|0.807138414201|0.739837398374|0.726689109841
13000|(30, 22, 14, 9, 6)|9|0.727307692308|0.78776|0.716769230769|0.737846153846|0.803005195266|0.803005183432|0.732201791608|0.724403327373
13000|(30, 22, 14, 9, 6)|10|0.722846153846|0.778438343195|0.708923076923|0.736769230769|0.798671443787|0.798671431953|0.729229308435|0.718932834074
13000|(30, 22, 14, 9, 6)|11|0.723769230769|0.780933491124|0.727230769231|0.720307692308|0.798441763314|0.798441751479|0.722230710466|0.724722115753
13000|(30, 22, 14, 9, 6)|12|0.730846153846|0.790476213018|0.743538461538|0.718153846154|0.80749052071|0.807490508876|0.725131282821|0.734219521458
13000|(30, 22, 14, 9, 6)|13|0.718|0.774080236686|0.733538461538|0.702461538462|0.788194319527|0.787437088757|0.711429424053|0.722314800788
13000|(30, 22, 14, 9, 6)|14|0.727076923077|0.788189112426|0.722|0.732153846154|0.802934248521|0.802828781065|0.729406279142|0.72568424308
13000|(30, 22, 14, 9, 6)|15|0.721615384615|0.785669822485|0.706615384615|0.736615384615|0.798838863905|0.798838840237|0.728469468676|0.71737602499
13000|(30, 22, 14, 9, 6)|16|0.728307692308|0.789316449704|0.709076923077|0.747538461538|0.805610863905|0.804193349112|0.73744|0.722980392157
13000|(30, 22, 14, 9, 6)|17|0.733846153846|0.790167692308|0.717692307692|0.75|0.805340378698|0.805340378698|0.741653418124|0.729476153245
13000|(30, 22, 14, 9, 6)|18|0.733230769231|0.785626508876|0.698307692308|0.768153846154|0.803972568047|0.803972568047|0.750744293748|0.723577235772
13000|(30, 22, 14, 9, 6)|19|0.721307692308|0.789891715976|0.717230769231|0.725384615385|0.797000284024|0.797000236686|0.723127035831|0.720166834016
13000|(30, 22, 14, 9, 6)|20|0.720615384615|0.78415147929|0.711846153846|0.729384615385|0.795431514793|0.795431502959|0.724553711243|0.718143721869
14000|(30, 22, 14, 9, 6)|1|0.724214285714|0.788902040816|0.718285714286|0.730142857143|0.799275510204|0.799275489796|0.726904727483|0.722569519293
14000|(30, 22, 14, 9, 6)|2|0.724071428571|0.788019897959|0.720571428571|0.727571428571|0.800119591837|0.80011955102|0.72565098547|0.723102286574
14000|(30, 22, 14, 9, 6)|3|0.7265|0.78683244898|0.726571428571|0.726428571429|0.801637061224|0.797633591837|0.726467647479|0.726519534319
14000|(30, 22, 14, 9, 6)|4|0.720785714286|0.779959591837|0.715571428571|0.726|0.797054816327|0.797054816327|0.723112458496|0.719322179938
14000|(30, 22, 14, 9, 6)|5|0.7215|0.78872755102|0.708142857143|0.734857142857|0.789263|0.789262979592|0.727579627183|0.717729674944
14000|(30, 22, 14, 9, 6)|6|0.731|0.792196530612|0.729285714286|0.732714285714|0.805752193878|0.804119183673|0.731794724771|0.730538065255
14000|(30, 22, 14, 9, 6)|7|0.722214285714|0.783106836735|0.717714285714|0.726714285714|0.797093928571|0.797093918367|0.724232377108|0.720958599412
14000|(30, 22, 14, 9, 6)|8|0.729357142857|0.790634387755|0.710142857143|0.748571428571|0.806388295918|0.805508857143|0.738523250631|0.724055057898
14000|(30, 22, 14, 9, 6)|9|0.725071428571|0.793888571429|0.697142857143|0.753|0.802018704082|0.802018673469|0.738387047965|0.717172459402
